0,37
1,29
2,29
3,31
4,0
5,0
6,40
7,42
8,0
9,0
10,43
11,43
12,43
13,0
14,43
15,43
16,43
17,0
18,43
19,0
20,43
21,43
22,0
23,43
24,0
25,43
26,39
27,43
28,43
29,43
30,43
31,43
32,0
33,43
34,43
35,43
36,43
37,0
38,43
39,43
40,43
41,43
42,43
43,43
44,40
45,43
46,0
47,43
48,0
49,43
50,43
51,43
52,0
53,43
54,43
55,43
56,43
57,0
58,0
59,0
60,0
61,0
62,45
63,45
64,45
65,0
66,45
67,45
68,0
69,43
70,0
71,0
72,45
73,0
74,45
75,45
76,42
77,45
78,0
79,45
80,42
81,45
82,45
83,0
84,45
85,0
86,45
87,45
88,45
89,45
90,45
91,0
92,45
93,45
94,45
95,0
96,45
97,45
98,0
99,41
100,43
101,45
102,0
103,45
104,45
105,45
106,45
107,45
108,45
109,0
110,45
111,45
112,41
113,0
114,0
115,41
116,45
117,45
118,0
119,45
120,0
121,0
122,45
123,0
124,45
125,0
126,45
127,0
128,45
129,45
130,0
131,45
132,0
133,45
134,0
135,45
136,45
137,0
138,0
139,45
140,45
141,45
142,0
143,45
144,0
145,0
146,0
147,45
148,0
149,45
150,0
151,45
152,0
153,41
154,45
155,45
156,0
157,45
158,40
159,0
160,45
161,45
162,45
163,0
164,0
165,0
166,0
167,45
168,0
169,0
170,45
171,0
172,45
173,0
174,0
175,45
176,0
177,45
178,0
179,0
180,45
181,45
182,45
183,45
184,39
185,45
186,45
187,45
188,43
189,45
190,41
191,0
192,0
193,45
194,0
195,0
196,45
197,45
198,0
199,0
200,0
201,0
202,45
203,45
204,45
205,0
206,45
207,0
208,45
209,0
210,45
211,45
212,45
213,45
214,45
215,45
216,0
217,0
218,0
219,45
220,45
221,45
222,45
223,45
224,45
225,45
226,45
227,45
228,0
229,45
230,0
231,0
232,45
233,45
234,0
235,45
236,45
237,0
238,45
239,41
240,0
241,0
242,45
243,45
244,45
245,45
246,45
247,45
248,45
249,45
250,0
251,45
252,0
253,0
254,45
255,45
256,0
257,45
258,0
259,0
260,0
261,45
262,0
263,0
264,45
265,0
266,45
267,0
268,45
269,45
270,45
271,45
272,45
273,45
274,45
275,0
276,45
277,45
278,45
279,45
280,45
281,45
282,0
283,45
284,0
285,0
286,45
287,45
288,45
289,45
290,0
291,0
292,0
293,45
294,0
295,45
296,45
297,45
298,45
299,0
300,45
301,45
302,45
303,0
304,0
305,45
306,0
307,0
308,45
309,0
310,45
311,0
312,45
313,0
314,45
315,0
316,45
317,45
318,45
319,0
320,45
321,0
322,0
323,45
324,0
325,45
326,0
327,45
328,0
329,45
330,45
331,0
332,0
333,45
334,0
335,45
336,45
337,0
338,0
339,0
340,45
341,45
342,45
343,45
344,0
345,0
346,45
347,0
348,45
349,45
350,0
351,45
352,0
353,45
354,45
355,0
356,45
357,45
358,45
359,0
360,0
361,0
362,45
363,0
364,45
365,0
366,45
367,45
368,45
369,45
370,0
371,0
372,45
373,45
374,45
375,45
376,45
377,45
378,45
379,45
380,0
381,45
382,0
383,45
384,45
385,0
386,0
387,42
388,0
389,45
390,45
391,45
392,42
393,0
394,0
395,45
396,45
397,0
398,45
399,45
400,0
401,0
402,45
403,0
404,0
405,0
406,45
407,0
408,45
409,45
410,45
411,45
412,0
413,0
414,45
415,0
416,0
417,45
418,45
419,0
420,0
421,45
422,0
423,0
424,0
425,45
426,45
427,45
428,0
429,45
430,45
431,45
432,45
433,45
434,45
435,0
436,45
437,45
438,45
439,0
440,45
441,45
442,45
443,0
444,0
445,0
446,38
447,0
448,0
449,45
450,48
451,0
452,48
453,48
454,0
455,48
456,48
457,0
458,48
459,48
460,0
461,48
462,0
463,48
464,0
465,48
466,48
467,48
468,0
469,48
470,48
471,0
472,48
473,48
474,48
475,0
476,48
477,48
478,48
479,0
480,48
481,48
482,48
483,48
484,0
485,48
486,48
487,0
488,48
489,48
490,48
491,0
492,0
493,48
494,48
495,0
496,48
497,0
498,48
499,0
500,0
501,48
502,0
503,48
504,48
505,41
506,48
507,0
508,0
509,0
510,48
511,0
512,48
513,48
514,0
515,0
516,0
517,0
518,48
519,48
520,48
521,48
522,44
523,0
524,0
525,48
526,48
527,0
528,44
529,0
530,0
531,48
532,48
533,48
534,0
535,48
536,48
537,48
538,0
539,0
540,48
541,0
542,0
543,48
544,44
545,48
546,0
547,48
548,48
549,0
550,0
551,43
552,48
553,48
554,48
555,0
556,0
557,48
558,48
559,48
560,0
561,0
562,0
563,48
564,0
565,48
566,48
567,0
568,0
569,48
570,0
571,48
572,0
573,0
574,48
575,48
576,48
577,0
578,40
579,48
580,48
581,48
582,0
583,48
584,48
585,0
586,48
587,48
588,48
589,0
590,48
591,48
592,48
593,48
594,48
595,48
596,48
597,48
598,48
599,0
600,48
601,48
602,0
603,0
604,48
605,0
606,48
607,45
608,48
609,48
610,48
611,48
612,48
613,48
614,48
615,0
616,48
617,41
618,0
619,0
620,0
621,0
622,48
623,44
624,0
625,48
626,48
627,48
628,0
629,48
630,0
631,48
632,0
633,48
634,48
635,42
636,48
637,0
638,48
639,48
640,48
641,48
